campaign,ad_group,concept,asset_type,position,text,char_count,final_url,status,policy_status
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,B_CLARITY,headline,3,Primero Valorar y Orientar,26,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,B_CLARITY,headline,4,Opciones Según Tu Caso,22,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,B_CLARITY,headline,5,Decide con Información,22,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,B_CLARITY,description,1,Infórmate antes de elegir. Tu salud oral y tus objetivos orientan cada opción.,78,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,B_CLARITY,description,2,Conoce servicios estéticos y un proceso responsable para decidir con calma.,75,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_b_clarity,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,C_ACTION,headline,1,Consulta Disponibilidad,23,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,C_ACTION,headline,2,Atención con Cita Previa,24,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,C_ACTION,headline,3,Habla con Nuestro Equipo,24,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,C_ACTION,headline,4,Información por WhatsApp,24,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,C_ACTION,headline,5,Consultorio en Carepa,21,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,C_ACTION,description,1,Consulta disponibilidad por WhatsApp y solicita orientación para una valoración.,80,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_c_action,DRAFT,PASS
CAREPA_SEARCH_ODONTOLOGIA_V1,Diseno_Estetica,C_ACTION,description,2,Conoce el consultorio en Carepa y conversa con el equipo sobre tus objetivos.,77,https://www.dranatalyjimenez.com/c/sonrisa?utm_source=google&utm_medium=cpc&utm_campaign=search_diseno_estetica_carepa&utm_content=rsa_c_action,DRAFT,PASS
